series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle
Revue des Nouvelles Technologies de l'Information	EGC	2005	Extraction des connaissances pour l'enrichissement des bases  de données géographiques		Sami Faiz, Khaoula Mahmoudi	http://editions-rnti.fr/render_pdf.php?p1&p=1000394	http://editions-rnti.fr/render_pdf.php?p=1000394
Revue des Nouvelles Technologies de l'Information	EGC	2005	Fonctions d'oubli et conservation de détail dans les entrepôts de données		Aliou Boly, Georges Hébrail, Marie-Luce Picard	http://editions-rnti.fr/render_pdf.php?p1&p=1000287	http://editions-rnti.fr/render_pdf.php?p=1000287
Revue des Nouvelles Technologies de l'Information	EGC	2005	Forage distribué des données : une comparaison entre l'agrégation d'échantillons et l'agrégation de règles	Pour nous attaquer au problème du forage de très grandes bases de données distribuées, nous proposons d'étudier deux approches. La première est de télécharger seulement un échantillon de chaque base de données puis d'y effectuer le forage. La deuxième approche est de miner à distance chaque base de données indépendamment, puis de télécharger les modèles résultants, sous forme de règles de classification, dans un site central où l'agrégation de ces derniers est réalisée. Dans cet article, nous présentons une vue d'ensemble des techniques d'échantillonnage les plus communes. Nous présentons ensuite cette nouvelle technique de forage distribué des données où la mécanique d'agrégation est basée sur un coefficient de confiance attribué à chaque règle et sur de très petits échantillons de chaque base de données. Le coefficient de confiance d'une règle est calculé par des moyens statistiques en utilisant le théorème limite centrale. En conclusion, nous présentons une comparaison entre les meilleures techniques d'échantillonnage que nous avons trouvées dans la littérature, et notre approche de forage distribué des données (FDD) basée sur l'agrégation de modèles.	Mohamed Aounallah, Sébastien Quirion, Guy W. Mineau	http://editions-rnti.fr/render_pdf.php?p1&p=1000211	http://editions-rnti.fr/render_pdf.php?p=1000211
Revue des Nouvelles Technologies de l'Information	EGC	2005	Fouille de Données Relationnelles dans les SGBD		Cédric Udréa, Fadila Bentayeb	http://editions-rnti.fr/render_pdf.php?p1&p=1000288	http://editions-rnti.fr/render_pdf.php?p=1000288
Revue des Nouvelles Technologies de l'Information	EGC	2005	Fouille de graphes et découverte de règles d'association : application à l'analyse d'images de document	Cet article présente une méthode permettant la découverte non supervisée de motifs fréquents représentatifs de symboles sur des images de documents. Les symboles sont considérés comme des entités graphiques porteurs d'information et les images de document sont représentées par des graphes relationnels attribués. Dans un premier temps, la méthode réalise la découverte de sous-graphes disjoints fréquents et fait correspondre pour chacun d'eux un symbole différent. Une recherche des règles d'association entre ces symboles permet alors d'accéder à une partie des connaissances du domaine décrit par ces symboles. L'objectif à terme est d'utiliser les symboles découverts pour la classification ou la recherche d'images dans un flux hétérogène de document là ou une approche supervisée n'est pas envisageable.	Eugen Barbu, Pierre Héroux, Sébastien Adam, Éric Trupin	http://editions-rnti.fr/render_pdf.php?p1&p=1000341	http://editions-rnti.fr/render_pdf.php?p=1000341
Revue des Nouvelles Technologies de l'Information	EGC	2005	Fouille de textes pour orienter la construction d'une ressource terminologique	La finalité de ce papier est d'analyser l'apport de techniques de fouille de données textuelles à une méthodologie de construction d'ontologie à partir de textes. Le domaine d'application de cette expérimentation est celui de l'accidentologie routière. Dans ce contexte, les résultats des techniques de fouille de données textuelles sont utilisés pour orienter la construction d'une ressource terminologique à partir de procès-verbaux d'accidents. La méthode TERMINAE et l'outil du même nom offrent le cadre général pour la modélisation de la ressource. Le papier présente les techniques de fouille employées et l'intégration des résultats des fouilles dans les différentes étapes du processus de construction de la ressource.	Valentina Ceausu, Sylvie Desprès	http://editions-rnti.fr/render_pdf.php?p1&p=1000261	http://editions-rnti.fr/render_pdf.php?p=1000261
Revue des Nouvelles Technologies de l'Information	EGC	2005	Hiérarchisation des règles d'association en fouille de textes	L'extraction de règles d'association est souvent exploitée comme méthode de fouille de données. Cependant, une des limites de cette approche vient du très grand nombre de règles extraites et de la difficulté pour l'analyste à appréhender la totalité de ces règles. Nous proposons donc de pallier ce problème en structurant l'ensemble des règles d'association en hiérarchies. La structuration des règles se fait à deux niveaux. Un niveau global qui a pour objectif de construire une hiérarchie structurant les règles extraites des données. Nous définissons donc un premier type de subsomption entre règles issue de la subsomption dans les treillis de Galois. Le second niveau correspond à une analyse locale des règles et génère pour une règle donnée une hiérarchie de généralisation de cette règle qui repose sur des connaissances complémentaires exprimées dans un modèle terminologique. Ce niveau fait appel à un second type de subsomption inspiré de la subsomption en programmation logique inductive. Nous définissons ces deux types de subsomptions, développons un exemple montrant l'intérêt de l'approche pour l'analyste et étudions les propriétés formelles des hiérarchies ainsi proposées.	Rokia Bendaoud, Yannick Toussaint, Amedeo Napoli	http://editions-rnti.fr/render_pdf.php?p1&p=1000268	http://editions-rnti.fr/render_pdf.php?p=1000268
Revue des Nouvelles Technologies de l'Information	EGC	2005	Intégration efficace des arbres de décision dans les SGBD : utilisation des index bitmap	Nous présentons dans cet article une nouvelle approche de fouille qui permet d'appliquer des algorithmes de construction d'arbres de décision en répondant à deux objectifs : (1) traiter des bases volumineuses, (2) en des temps de traitement acceptables. Le premier objectif est atteint en intégrant ces algorithmes au cœur des SGBD, en utilisant uniquement les outils fournis par ces derniers. Toutefois, les temps de traitement demeurent longs, en raison des nombreuses lectures de la base. Nous montrons que, grâce aux index bitmap, nous réduisons à la fois la taille de la base d'apprentissage et les temps de traitements. Pour valider notre approche, nous avons implémenté la méthode ID3 sous forme d'une procédure stockée dans le SGBD Oracle.	Cécile Favre, Fadila Bentayeb	http://editions-rnti.fr/render_pdf.php?p1&p=1000281	http://editions-rnti.fr/render_pdf.php?p=1000281
Revue des Nouvelles Technologies de l'Information	EGC	2005	L'automate textuel pour la prise en compte de l'évolution du texte	Il n'est plus à rappeler que le corpus textuel, est tel qu'il est actuellement, intraitable à l'échelle que sa croissance nous confirme l'obligation d'utiliser des outils automatique de traitement. Cet article s'intéresse plus particulièrement à la caractérisation de textes et par là même à celle d'auteurs. A l'heure actuelle, toutes les méthodes existant travaillent sur le document fini, sans admettre qu'un cheminement existe entre le début du document et sa fin. Nous proposons une méthode tentant d'apporter cette notion d'évolution textuelle en traitant le texte par un automate et l'évaluation choisie. Puis nous présenterons des résultats validés par des experts, obtenus sur un corpus d'entretiens sociologiques.	Hubert Marteau, Nicole Vincent	http://editions-rnti.fr/render_pdf.php?p1&p=1000276	http://editions-rnti.fr/render_pdf.php?p=1000276
Revue des Nouvelles Technologies de l'Information	EGC	2005	La démarche ontologique pour la gestion des compétences et des connaissances	La gestion des ressources humaines repose d'une part sur la connaissance des individus et de leurs compétences et d'autre part sur la connaissance de l'organisation et de ses métiers. C'est par la "mise en correspondance" de ces connaissances qu'il est possible d'améliorer l'emploi, de valoriser les connaissances et les compétences individuelles et de mieux gérer l'organisation. Cette mise en correspondance nécessite une représentation explicite des connaissances, ce qui permet de répondre à de nouveaux besoins : annuaire de compétences, gestion des projets et des retours d'expériences, identification des connaissances à risques, etc.Nous verrons dans le cadre de cet article l'intérêt de l'approche ontologique tant d'un point de vue méthodologique pour la clarification des notions mises en jeu dans le cadre de la GPECC (Gestion Prévisionnelle des Emplois des Compétences et des Connaissances) que pour la construction, la représentation et la maintenance des référentiels des compétences, des connaissances et des métiers. Elle permet en particulier une gestion de l'information par la terminologie et le sens métier propre à l'organisation.	Christophe Roche, Charles Foveau, Samah Reguigui	http://editions-rnti.fr/render_pdf.php?p1&p=1000299	http://editions-rnti.fr/render_pdf.php?p=1000299
Revue des Nouvelles Technologies de l'Information	EGC	2005	La réussite universitaire : prédictions par génération de règles		Nadine Meskens, Jean-Philippe Vandamme, Abdelhakim Artiba	http://editions-rnti.fr/render_pdf.php?p1&p=1000361	http://editions-rnti.fr/render_pdf.php?p=1000361
Revue des Nouvelles Technologies de l'Information	EGC	2005	Les NTIC au services de la capitalisation des connaissances		Jean-Paul Barthès	http://editions-rnti.fr/render_pdf.php?p1&p=1000439	http://editions-rnti.fr/render_pdf.php?p=1000439
Revue des Nouvelles Technologies de l'Information	EGC	2005	Logiciel d'aide à l'étiquetage morpho-syntaxique de  textes de spécialité	La compréhension de textes de spécialité nécessite un étiquetage morpho-syntaxique de bonne qualité. Or, lorsque les textes étudiés sont issus de domaines spécifiques et peu usités, il est rare de disposer de dictionnaires et autres ressources lexicales fiables. Le logiciel que nous proposons permet d'utiliser un étiquetage réalisé par un étiqueteur généraliste, puis d'améliorer cet étiquetage en intégrant des connaissances d'experts du domaine étudié. Grâce au logiciel développé, il est relativement aisé pour un expert du domaine de détecter des erreurs d'étiquetage et de mettre en place des règles de ré-étiquetage. Ces règles peuvent être obtenues de deux manières différentes : (1) soit en utilisant un langage de programmation permettant d'exprimer des règles complexes de ré-étiquetage, (2) soit par apprentissage automatique des règles à partir d'exemples corrigés au moyen d'une interface dédiée. Cet apprentissage propose de nouvelles règles à l'expert, acquises automatiquement.	Ahmed Amrani, Jérôme Azé, Yves Kodratoff	http://editions-rnti.fr/render_pdf.php?p1&p=1000421	http://editions-rnti.fr/render_pdf.php?p=1000421
Revue des Nouvelles Technologies de l'Information	EGC	2005	Manipulation et fusion de données multidimensionnelles	Cet article définit une algèbre permettant de manipuler des tables dimensionnelles extraites d'une base de données multidimensionnelles. L'algèbre intègre un noyau minimum d'opérateurs unaires permettant d'effectuer les analyses décisionnelles par combinaison d'opérateurs. Cette algèbre intègre un opérateur binaire permettant la fusion de tables dimensionnelles facilitant les corrélations des sujets analysés.	Franck Ravat, Olivier Teste, Gilles Zurfluh	http://editions-rnti.fr/render_pdf.php?p1&p=1000286	http://editions-rnti.fr/render_pdf.php?p=1000286
Revue des Nouvelles Technologies de l'Information	EGC	2005	Méthode de construction d'ontologie de termes à partir du treillis de l'iceberg de Galois	L'approche présentée dans cet article a pour objectif la construction d'une ontologie à partir du treillis de l'iceberg de Galois. Nous entendons par ontologie un ensemble de termes structurés entre eux par un ensemble de liens de divers types. Dans notre cas d'étude, cette ontologie constitue un support de connaissances "documentaires". En effet, elle peut être utilisée dans diverses applications en Recherche d'Information (RI), telles que l'indexation automatique et l'expansion de requêtes ainsi qu'en text-mining. La méthode de construction que nous proposons est fondée sur l'analyse formelle de concepts (AFC) et plus précisément, la structure du treillis de l'iceberg de Galois. En utilisant cette structure hiérarchique partiellement ordonnée, nous présentons une translation directe des relations laticielles vers celles ontologiques. Nous proposons ainsi d'enrichir l'ontologie dérivée par des règles associatives génériques entre termes, découvertes dans le cadre d'un processus de text-mining.	Cherif Chiraz Latiri, Mehdi Mtir, Sadok Ben Yahia	http://editions-rnti.fr/render_pdf.php?p1&p=1000304	http://editions-rnti.fr/render_pdf.php?p=1000304
Revue des Nouvelles Technologies de l'Information	EGC	2005	Microarray data mining : recent advances		Gregory Piatetsky-Shapiro	http://editions-rnti.fr/render_pdf.php?p1&p=1000443	http://editions-rnti.fr/render_pdf.php?p=1000443
Revue des Nouvelles Technologies de l'Information	EGC	2005	Mining Frequent Queries in Star Schemes	L'extraction de toutes les requêtes fréquentes dans une base de données relationnelle est un problème di±cile, même si l'on ne considère que des requêtes conjonctives. Nous montrons que ce problème devient possible dans le cas suivant : le schéma de la base est un schéma en étoile, et les données satisfont un ensemble de dépendances fonctionnelles et de contraintes référentielles. De plus, les schémas en étoile sont appropriés pour les entrepôts de données et que les dépendances fonctionnelles et les contraintes référentielles sont les contraintes les plus usuelles dans les bases de données. En considérant le modèle des instances faibles, nous montrons que les requêtes fréquentes exprimées par sélection-projection peuvent être extraites par des algorithmes de type Apriori.	Tao-Yuan Jen, Dominique Laurent, Nicolas Spyratos, Oumar Sy	http://editions-rnti.fr/render_pdf.php?p1&p=1000283	http://editions-rnti.fr/render_pdf.php?p=1000283
Revue des Nouvelles Technologies de l'Information	EGC	2005	Modélisation d'objets mobiles dans un entrepôt de données	La gestion d'objets mobiles a connu un regain d'intérêt ces dernières années, particulièrement dans le but de gérer et de prédire la localisation d'objets mobiles. Cependant, il y a peu de recherches sur l'exploitation d'historiques de bases d'objets mobiles. La première étape dans ce processus est la mise en œuvre d'un entrepôt d'objets mobiles. Seulement, les modèles d'entrepôts existants ne permettent pas de traiter directement ce type de données complexes. Cet article présente une approche originale pour pallier ce problème. Cette approche offre la puissance de l'algèbre OLAP sur toute combinaison de données classiques, spatiales et/ou temporelles et mobiles. Elle a été validée par un prototype et appliquée à l'analyse de la mobilité urbaine1. Les résultats de l'expérimentation montrent la validité de l'approche et les tests de performances son efficacité.	Tao Wan, Karine Zeitouni	http://editions-rnti.fr/render_pdf.php?p1&p=1000284	http://editions-rnti.fr/render_pdf.php?p=1000284
Revue des Nouvelles Technologies de l'Information	EGC	2005	Modélisation d'un agent émotionnel en UML et RDF	Pouvoir extraire de la connaissance à partir d'une plate-forme de simulation est aujourd'hui envisageable en conjuguant les avancées obtenues en Intelligence Artificielle autour des systèmes multi-agents et les méthodes de formalisation et d'extraction des connaissances. C'est donc dans un cadre général de gestion des connaissances que nous proposons de modéliser un agent artificiel doté de connaissances et d'émotions. Pour cela, une expertise psychologique a été recueillie et formalisée de manière à être stockée dans une base de connaissances sous forme de règles et de classes en UML et RDF. L'implémentation du modèle permet d'entrevoir les perspectives d'une telle simulation : enrichissement par des données issues de simulations, découverte de nouvelles connaissances par l'application de processus d'ECD.	Hélène Desmier, Fabrice Guillet, Adina Magda Florea, Henri Briand, Vincent Philippé	http://editions-rnti.fr/render_pdf.php?p1&p=1000406	http://editions-rnti.fr/render_pdf.php?p=1000406
Revue des Nouvelles Technologies de l'Information	EGC	2005	Modélisation de connaissances pour un système de médiation	Travaillant sur l'élaboration d'une méthodologie de développement de systèmes de médiation intégrés dans des systèmes coopératifs, nous avons proposé une architecture à 3 composants : le premier concerne la coopération, le second l'assistance et le troisième est relatif aux connaissances nécessaires aux 2 précédents. Dans cet article nous présentons plus particulièrement le point de vue des connaissances. Ces connaissances sont de 2 natures : des connaissances statiques, sur le domaine par exemple, et des connaissances acquises pendant l'utilisation coopérative du système, notamment la mémoire des activités et les descriptions des actes de résolutions de problèmes. Pour illustrer cette modélisation de connaissances, nous nous intéresserons aux activités coopératives de suivi, de gestion et d'évaluation de projets d'étudiants, assistées par l'outil iPédagogique.	Victoria Eugenia Ospina, Alain-Jérôme Fougères, Manuel Zacklad	http://editions-rnti.fr/render_pdf.php?p1&p=1000383	http://editions-rnti.fr/render_pdf.php?p=1000383
Revue des Nouvelles Technologies de l'Information	EGC	2005	Modélisation de la cognition sociale – propositions autour de  l'utilisation de schémas cognitifs		Jorge Louçã	http://editions-rnti.fr/render_pdf.php?p1&p=1000395	http://editions-rnti.fr/render_pdf.php?p=1000395
Revue des Nouvelles Technologies de l'Information	EGC	2005	Modélisation des individus et de leurs relations pour l'aide à l'intégration des individus dans l'organisation	L'objectif de ce papier est de présenter une contribution à la modélisation des individus et de leurs relations pour permettre l'aide à l'intégration des acteurs dans une organisation. Nous étudions en particulier le cas du remplacement d'un acteur (« turn-over »). Dans ce cadre, nous proposons un modèle regroupant un ensemble de données relatives à un individu, aux relations que celui-ci entretient avec les autres acteurs et à son espace informationnel. L'étude porte sur la mise en oeuvre de mécanismes d'aide fournissant à un acteur les moyens de son intégration : la mise à disposition d'une image des espaces informationnels et relationnels de son prédécesseur ainsi que la mise en relation de l'acteur avec les autres acteurs de l'organisation. Cette étude est menée en partenariat avec des experts en GRH.	Marie-Françoise Canut, Max Chevalier, André Péninou, Florence Sedes	http://editions-rnti.fr/render_pdf.php?p1&p=1000392	http://editions-rnti.fr/render_pdf.php?p=1000392
Revue des Nouvelles Technologies de l'Information	EGC	2005	Modélisation des interactions entre individus avec AgentUML	Pour faciliter l'étude de certains phénomènes, des outils de simulation ont été créés dans de nombreux domaines. L'étude du comportement humain à jusque là échappé à cette tendance. Aujourd'hui, les systèmes multi-agents couplés aux avancées des sciences humaines fournissent les bases nécessaires à l'élaboration de ce type d'outil. Cet article s'inscrit ainsi dans cette dynamique avec l'objectif de développer un outil de simulation du comportement d'individus traumatisés crâniens sur une chaîne de production. Cet outil doit permettre la collecte de la connaissance relative au système étudié et fournir une aide à la décision pour les responsables de l'entreprise. Cet article propose une modélisation des interactions entre individus dans le formalisme AgentUML. Une implémentation du modèle au sein d'un outil de simulation fonctionnel et les résultats obtenus seront également présentés. A terme, le but est la production de données de simulation exploitables par des techniques d'ECD.	Stéphane Daviet, Fabrice Guillet, Henri Briand, Adina Magda Florea, Vincent Philippé	http://editions-rnti.fr/render_pdf.php?p1&p=1000399	http://editions-rnti.fr/render_pdf.php?p=1000399
Revue des Nouvelles Technologies de l'Information	EGC	2005	Motifs séquentiels flous : un peu, beaucoup, passionément	La plupart des bases de données issues du monde réel sont constituées de données numériques et historiées (données de capteurs, données scientifiques, données démographiques). Dans ce cadre les algorithmes d'extraction de motifs séquentiels, s'ils sont adaptés au caractère temporel des données ne permettent pas le traitement de données numériques. es données sont alors pré-traitées pour les transformer en données binaire, ce qui entraîne une perte d'information. Des algorithmes ont donc été proposés pour traiter les données numériques sous forme d'intervalles et d'intervalles flous notamment. En ce qui concerne la recherche de motifs séquentiels fondée sur des intervalles flous, les deux méthodes de la littérature ne sont pas satisfaisantes car incomplètes soit dans le traitement des séquences soit dans le calcul du support. Dans cet article, nous proposons donc trois méthodes d'extraction de motifs séquentiels flous {SPEEDYFUZZY, MINIFUZZY et TOTALLYFUZZY) et en détaillons les algorithmes sous-jacents en soulignant les différents niveaux de fuzzification. Ces algorithmes sont implémentés et évalués à travers différentes expérimentations menées sur des jeux de tests synthétiques.	Céline Fiot, Anne Laurent, Maguelonne Teisseire	http://editions-rnti.fr/render_pdf.php?p1&p=1000357	http://editions-rnti.fr/render_pdf.php?p=1000357
Revue des Nouvelles Technologies de l'Information	EGC	2005	Notion de sémantiques bien-formées pour les règles	La notion de règles entre attributs est très générale, allant des règles d'association en fouille de données aux dépendances fonctionnelles (DF) en bases de données. Malgré cette diversité, la syntaxe des règles est toujours la même, seule leur sémantique diffère. Pour une sémantique donnée, en fonction des propriétés induites, des techniques algorithmiques sont mises en oeuvre pour découvrir les règles à partir des données. A partir d'un ensemble de règles, il est aussi utile en pratique de raisonner sur ces règles, comme cela est le cas par exemple avec les axiomes d'Armstrong pour les dépendances fonctionnelles. Dans cet article, nous proposons un cadre qui permet de s'assurer qu'une sémantique donnée pour les règles est bien-formée, i.e. les axiomes d'Armstrong sont justes et complets pour cette sémantique. Les propositions faites dans ce papier proviennent du contexte applicatif de l'analyse de données de biopuces. A partir de plusieurs sémantiques pour les données d'expression de gènes, nous montrons comment ces sémantiques s'intègrent dans le cadre présenté.	Marie Agier, Jean-Marc Petit	http://editions-rnti.fr/render_pdf.php?p1&p=1000207	http://editions-rnti.fr/render_pdf.php?p=1000207
Revue des Nouvelles Technologies de l'Information	EGC	2005	Outil de classification et de visualisation de grands volumes de données mixtes	Nous avons conçu un outil de classification de données original que nous détaillons dans le présent article. Cet outil comporte un module de création de résumés et un module d'affichage. Le module de visualisation permet une lecture aisée des résumés grâce à une interface graphique évoluée permettant la présentation et l'exploration des résumés sous forme d'une hiérarchie de profils ou d'un tableau de profils. Chaque profil donne de manière claire les informations relatives au résumé de données correspondant. La lecture de la hiérarchie et du tableau est aussi grandement facilitée par les choix d'un ordre optimal pour la présentation des variables et des résumés.	Christophe Candillier, Noureddine Mouaddib	http://editions-rnti.fr/render_pdf.php?p1&p=1000369	http://editions-rnti.fr/render_pdf.php?p=1000369
Revue des Nouvelles Technologies de l'Information	EGC	2005	Prise en compte des « Points de Vue » pour l'annotation d'un processus d'Extraction de Connaissances à partir de Données	Dans cet article on propose une nouvelle approche qui rend explicite la notion de point de vue dans une analyse multivues issue d'un processus d'Extraction de Connaissances à partir de Données (ECD). Par point de vue, nous entendons la vision particulière d'un analyste lors de son processus ECD, vision référant à un corps de connaissances qui lui est spécifique. On cherche, d'une part, à faciliter la réutilisabilité et l'adaptabilité du processus, et d'autre part à garder une trace des points de vues sous-jacents aux analyses faites. Le processus d'ECD sera vu comme un processus de génération et de transformation de vues qui seront annotées par des métadonnées pour garder la sémantique de la connaissance extraite. Un positionnement de notre approche vis-à-vis des travaux méthodologiques du processus d'ECD sera donné. Des éléments de modélisation du processus ECD basé sur les points de vue seront décrits au niveau ontologique. Enfin, on illustrera notre approche sur l'analyse des usages d'un site web à partir des fichiers log, selon le point de vue fiabilité.	Hicham Behja, Brigitte Trousse, Abdelaziz Marzak	http://editions-rnti.fr/render_pdf.php?p1&p=1000263	http://editions-rnti.fr/render_pdf.php?p=1000263
Revue des Nouvelles Technologies de l'Information	EGC	2005	Problématiques de gestion de connaissances dans le cadre de l'enseignement à distance sur l'Internet.	Le développement des réseaux à haut-débit et de l'Internet fournit un nouveau support à l'enseignement à distance. Aujourd'hui, de nombreux acteurs dans le domaine de l'enseignement ont mis en place des dispositifs de formation en ligne. Ceux-ci se composent généralement d'une sélection de matériaux organisés et présentés de manière à suivre un programme pédagogique particulier, de mécanismes de communication entre apprenants et enseignants, et d'outils de suivi des apprenants. Les plates-formes d'enseignement à distance devenant de plus en plus génériques, des nouveaux modèles ont été définis, standardisés ou normalis és, permettant la formalisation de méta-données pédagogiques ou tentant d'évaluer les connaissances acquises par les apprenants. En nous appuyant sur ces modèles, nous proposons de construire une base de connaissances, associant notamment les termes des domaines enseignés en relations à sémantique pédagogique. L'exploitation de cette base de connaissances fournit un premier niveau d'aide à l'ingénierie pédagogique, en particulier lorsque le volume de contenus en ligne est important. Des inférences mettant en jeu ces connaissances permettent alors un meilleur suivi du dispositif d'enseignement.	Romain Dailly, Christian Chervet, Rémi Lehn, Henri Briand	http://editions-rnti.fr/render_pdf.php?p1&p=1000389	http://editions-rnti.fr/render_pdf.php?p=1000389
Revue des Nouvelles Technologies de l'Information	EGC	2005	Processus de traitement de données radar pour la reconnaissance/identification de cibles aériennes		Abdelmalek Toumi, Brigitte Hoeltzener, Ali Khenchaf	http://editions-rnti.fr/render_pdf.php?p1&p=1000345	http://editions-rnti.fr/render_pdf.php?p=1000345
Revue des Nouvelles Technologies de l'Information	EGC	2005	Raisonnement en gestion des compétences	Nous nous intéressons au raisonnement sur les compétences des ressources humaines pour simplifier leur gestion. Dans cet article, nous proposons une méthode de raisonnement pour l'aide à l'identification des compétences d'un individu. Un processus de knowledge-mining défini par analogie avec l'extraction de règles d'association en data-mining est proposé afin d'induire une base de règles à partir d'une base de connaissances sur le domaine. De plus, un prototype a été développé pour expérimenter notre approche sur un exemple académique.	Emmanuel Blanchard, Mounira Harzallah, Henri Briand	http://editions-rnti.fr/render_pdf.php?p1&p=1000385	http://editions-rnti.fr/render_pdf.php?p=1000385
Revue des Nouvelles Technologies de l'Information	EGC	2005	RASMA : Une approche Multi-Agent pour l'amélioration de l'Algorithme des Règles d'Associations Spatiales		Hajer Baazaoui Zghal, Radhia Ben Hamed, Sami Faiz, Henda Ben Ghézala	http://editions-rnti.fr/render_pdf.php?p1&p=1000365	http://editions-rnti.fr/render_pdf.php?p=1000365
Revue des Nouvelles Technologies de l'Information	EGC	2005	Réécriture de requêtes multimédias : approche basée sur l'usage d'une ontologie	Nous proposons dans cet article une stratégie de réécriture de requêtes sur des données multimédias décrites moyennant le standard MPEG-7. Ce standard se base sur XML schéma qui permet de décrire la structure des données. Cependant, aucune sémantique n'est assignée à cette structure. Nous proposons d'étendre ce standard d'une ontologie permettant d'exprimer les connaissances du domaine. Ainsi, l'ontologie sera utilisée durant l'indexation des données multimédias et la réécriture de requêtes. Le but de la réécriture de requêtes est de transformer une requête initiale en une ou plusieurs requêtes équivalentes ou sémantiquement proches compte tenu des connaissances représentées dans l'ontologie.	Samira Hammiche, Salima Benbernou, Mohand-Said Hacid	http://editions-rnti.fr/render_pdf.php?p1&p=1000306	http://editions-rnti.fr/render_pdf.php?p=1000306
Revue des Nouvelles Technologies de l'Information	EGC	2005	Règles de propagation pour la création d'ontologies d'annotation de ressources	L'annotation se distingue de l'indexation automatique par l'utilisation d'une ou plusieurs ontologies qui définissent un domaine global de référence permettant de cadrer et de normaliser les annotations effectuées, par ailleurs une ressource annotée doit l'être non pas par une liste de mots clefs, mais bien par une ou plusieurs ontologies. Malheureusement, il est peu réaliste de penser que les centaines de millions de ressources mises à disposition sur le Web puissent être annotées par leurs auteurs. Pour résoudre ce problème, notre démarche consiste à indexer les documents en se basant sur l'ontologie globale et ensuite propager les annotations en utilisant des documents déjà annotés pour annoter d'autres documents référencés par ceux-ci. La propagation des annotations suit des règles que nous proposons dans cet article. L'illustration est effectuée sur un corpus de livres dont le thème relève de l'informatique.	Lylia Abrouk, Pierre Pompidor, Danièle Hérin, Michel Sala	http://editions-rnti.fr/render_pdf.php?p1&p=1000305	http://editions-rnti.fr/render_pdf.php?p=1000305
Revue des Nouvelles Technologies de l'Information	EGC	2005	Réponses coopératives dans l'interrogation de documents RDF	Le développement du Web Sémantique a conduit à l'élaboration de standards pour la représentation des connaissances sur le Web. RDF, comme un de ces standards, est devenu une recommandation du W3C. Même s'il a été conçu pour être interprétable par l'homme et la machine (encodage XML, triplets, graphes étiquetés), RDF n'a pas été fourni avec des services d'interrogation et de raisonnement. La plupart des travaux concernant l'interrogation de documents RDF se sont concentrés sur l'usage de techniques issues de la programmation logique et sur des extensions de SQL. Nous portons un nouveau regard sur les techniques d'interrogation et de raisonnement sur les documents RDF et nous montrons que la sémantique des termes OSF (Order Sorted Features) est compatible avec la représentation isomorphique (triplets) des propositions RDF. Cette transformation permet l'ordonnancement des ressources en ontologies et, à travers ceci, des meilleurs mécanismes de réponses (par approximation et recouvrement) aux interrogations de documents RDF.	Adrian Tanasescu, Mohand-Said Hacid	http://editions-rnti.fr/render_pdf.php?p1&p=1000307	http://editions-rnti.fr/render_pdf.php?p=1000307
Revue des Nouvelles Technologies de l'Information	EGC	2005	Restructuration automatique de documents dans les corpus semi-structurés hétérogènes	L'interrogation de grandes bases de documents semi-structurés (type XML) est un problème ouvert important. En effet, pour interroger un document dont le schéma est nouveau, un système doit pouvoir soit adapter la requête posée au document, soit adapter le document pour pouvoir lui appliquer la requête. Nous nous positionnons ici dans le cadre de la restructuration de documents qui consiste à transformer des documents semi-structurés issus de diverses sources dans un schéma de médiation connu. Nous proposons un cadre statistique général à la problématique de la restructuration de documents et détaillons une instance d'un modèle stochastique de documents structurés appliquée à cette problématique. Nous détaillons enfin un ensemble d'expériences effectuées sur les documents du corpus INEX afin de mesurer la capacité de notre modèle.	Guillaume Wisniewski, Ludovic Denoyer, Patrick Gallinari	http://editions-rnti.fr/render_pdf.php?p1&p=1000260	http://editions-rnti.fr/render_pdf.php?p=1000260
Revue des Nouvelles Technologies de l'Information	EGC	2005	Sélection de modèles par des méthodes à noyaux pour la classification de données séquentielles	Ce travail concerne le développement de méthodes de classification discriminantes pour des données séquentielles. Quelques techniques ont été proposées pour étendre aux séquences les méthodes discriminantes, comme les machines à vecteurs supports, par nature plus adaptées aux données en dimension fixe. Elles permettent de classifier des séquences complètes mais pas de réaliser la segmentation, qui consiste à reconnaître la séquence d'unités, phonèmes ou lettres par exemple, correspondant à un signal. En utilisant une correspondance donnée / modèle nous transformons le problème de l'apprentissage des modèles à partir de données par un problème de sélection de modèles, qui peut être attaqué via des méthodes du type machines à vecteurs supports. Nous proposons et évaluons divers noyaux pour cela et fournissons des résultats expérimentaux pour deux problèmes de classification.	Trinh Minh Tri Do, Thierry Artières, Patrick Gallinari	http://editions-rnti.fr/render_pdf.php?p1&p=1000236	http://editions-rnti.fr/render_pdf.php?p=1000236
