,series,booktitle,year,title,abstract,authors,pdf1page,pdfarticle,titleLemma,abstractLemma
1137,Revue des Nouvelles Technologies de l'Information,EGC,2005,Fouille de Données Relationnelles dans les SGBD,,"Cédric Udréa, Fadila Bentayeb",http://editions-rnti.fr/render_pdf.php?p1&p=1000288,http://editions-rnti.fr/render_pdf.php?p=1000288,fouille donnée relationnelles sgbd,
1138,Revue des Nouvelles Technologies de l'Information,EGC,2005,Fouille de graphes et découverte de règles d'association : application à l'analyse d'images de document,"Cet article présente une méthode permettant la découverte non supervisée de motifs fréquents représentatifs de symboles sur des images de documents. Les symboles sont considérés comme des entités graphiques porteurs d'information et les images de document sont représentées par des graphes relationnels attribués. Dans un premier temps, la méthode réalise la découverte de sous-graphes disjoints fréquents et fait correspondre pour chacun d'eux un symbole différent. Une recherche des règles d'association entre ces symboles permet alors d'accéder à une partie des connaissances du domaine décrit par ces symboles. L'objectif à terme est d'utiliser les symboles découverts pour la classification ou la recherche d'images dans un flux hétérogène de document là ou une approche supervisée n'est pas envisageable.","Eugen Barbu, Pierre Héroux, Sébastien Adam, Éric Trupin",http://editions-rnti.fr/render_pdf.php?p1&p=1000341,http://editions-rnti.fr/render_pdf.php?p=1000341,fouille graphe découverte règle d'association : application l'analyse d'images document,"cet article présenter méthode permettre découverte non supervisée motif fréquents représentatifs symbole image document . les symbole considérer entité graphique porteur d'information image document représenter graphe relationnels attribuer . dans premier temps , méthode réaliser découverte sous-graphes disjoint fréquents correspondre chacun d'eux symbole différent . une recherche règle d'association entre symbole permettre d'accéder partie connaissance domaine décrire symbole . l'objectif terme d'utiliser symbole découvert classification rechercher d'images flux hétérogène document approcher superviser n'est envisageable ."
1139,Revue des Nouvelles Technologies de l'Information,EGC,2005,Fouille de textes pour orienter la construction d'une ressource terminologique,"La finalité de ce papier est d'analyser l'apport de techniques de fouille de données textuelles à une méthodologie de construction d'ontologie à partir de textes. Le domaine d'application de cette expérimentation est celui de l'accidentologie routière. Dans ce contexte, les résultats des techniques de fouille de données textuelles sont utilisés pour orienter la construction d'une ressource terminologique à partir de procès-verbaux d'accidents. La méthode TERMINAE et l'outil du même nom offrent le cadre général pour la modélisation de la ressource. Le papier présente les techniques de fouille employées et l'intégration des résultats des fouilles dans les différentes étapes du processus de construction de la ressource.","Valentina Ceausu, Sylvie Desprès",http://editions-rnti.fr/render_pdf.php?p1&p=1000261,http://editions-rnti.fr/render_pdf.php?p=1000261,fouille texte orienter construction d'une ressource terminologique,"la finalité papier d'analyser l'apport technique fouille donnée textuelles méthodologie construction d'ontologie partir texte . le domaine d'application expérimentation celui l'accidentologie routier . dans contexte , résultat technique fouille donnée textuelles utiliser orienter construction d'une ressource terminologique partir procès-verbal d'accidents . la méthode terminae l'outil offrir cadre général modélisation ressource . le papier présenter technique fouille employer l'intégration résultat fouille différentes étape processus construction ressource ."
1140,Revue des Nouvelles Technologies de l'Information,EGC,2005,Hiérarchisation des règles d'association en fouille de textes,"L'extraction de règles d'association est souvent exploitée comme méthode de fouille de données. Cependant, une des limites de cette approche vient du très grand nombre de règles extraites et de la difficulté pour l'analyste à appréhender la totalité de ces règles. Nous proposons donc de pallier ce problème en structurant l'ensemble des règles d'association en hiérarchies. La structuration des règles se fait à deux niveaux. Un niveau global qui a pour objectif de construire une hiérarchie structurant les règles extraites des données. Nous définissons donc un premier type de subsomption entre règles issue de la subsomption dans les treillis de Galois. Le second niveau correspond à une analyse locale des règles et génère pour une règle donnée une hiérarchie de généralisation de cette règle qui repose sur des connaissances complémentaires exprimées dans un modèle terminologique. Ce niveau fait appel à un second type de subsomption inspiré de la subsomption en programmation logique inductive. Nous définissons ces deux types de subsomptions, développons un exemple montrant l'intérêt de l'approche pour l'analyste et étudions les propriétés formelles des hiérarchies ainsi proposées.","Rokia Bendaoud, Yannick Toussaint, Amedeo Napoli",http://editions-rnti.fr/render_pdf.php?p1&p=1000268,http://editions-rnti.fr/render_pdf.php?p=1000268,hiérarchisation règle d'association fouille texte,"l'extraction règle d'association souvent exploiter méthode fouille donnée . cependant , limite approche venir grand nombre règle extraire difficulté l'analyste appréhender totalité règle . nous proposer pallier problème structurer l'ensemble règle d'association hiérarchie . la structuration règle niveau . un niveau global objectif construire hiérarchie structurer règle extraire donnée . nous définir premier type subsomption entre règle issue subsomption treillis galois . le second niveau correspondre analyser locale règle générer règle donner hiérarchie généralisation règle reposer connaissance complémentaire exprimer modèle terminologique . ce niveau appel second type subsomption inspirer subsomption programmation logique inductive . nous définir type subsomption , développer exemple montrer l'intérêt l'approche l'analyste étudier propriété formelles hiérarchies ainsi proposer ."
1141,Revue des Nouvelles Technologies de l'Information,EGC,2005,Intégration efficace des arbres de décision dans les SGBD : utilisation des index bitmap,"Nous présentons dans cet article une nouvelle approche de fouille qui permet d'appliquer des algorithmes de construction d'arbres de décision en répondant à deux objectifs : (1) traiter des bases volumineuses, (2) en des temps de traitement acceptables. Le premier objectif est atteint en intégrant ces algorithmes au cœur des SGBD, en utilisant uniquement les outils fournis par ces derniers. Toutefois, les temps de traitement demeurent longs, en raison des nombreuses lectures de la base. Nous montrons que, grâce aux index bitmap, nous réduisons à la fois la taille de la base d'apprentissage et les temps de traitements. Pour valider notre approche, nous avons implémenté la méthode ID3 sous forme d'une procédure stockée dans le SGBD Oracle.","Cécile Favre, Fadila Bentayeb",http://editions-rnti.fr/render_pdf.php?p1&p=1000281,http://editions-rnti.fr/render_pdf.php?p=1000281,intégration efficace arbre décision sgbd : utilisation index bitmap,"nous présenter article nouveau approcher fouille permettre d'appliquer algorithme construction d'arbres décision répondre objectif : ( 1 ) traiter base volumineuses , ( 2 ) temps traitement acceptables . le premier objectif atteindre intégrer algorithme cœur sgbd , utiliser uniquement outil fournir dernier . toutefois , temps traitement demeurer long , raison nombreuses lecture base . nous montrer , grâce index bitmap , réduisons taille base d'apprentissage temps traitement . pour valider approche , implémenter méthode id3 former d'une procédure stocker sgbd oracle ."
1142,Revue des Nouvelles Technologies de l'Information,EGC,2005,L'automate textuel pour la prise en compte de l'évolution du texte,"Il n'est plus à rappeler que le corpus textuel, est tel qu'il est actuellement, intraitable à l'échelle que sa croissance nous confirme l'obligation d'utiliser des outils automatique de traitement. Cet article s'intéresse plus particulièrement à la caractérisation de textes et par là même à celle d'auteurs. A l'heure actuelle, toutes les méthodes existant travaillent sur le document fini, sans admettre qu'un cheminement existe entre le début du document et sa fin. Nous proposons une méthode tentant d'apporter cette notion d'évolution textuelle en traitant le texte par un automate et l'évaluation choisie. Puis nous présenterons des résultats validés par des experts, obtenus sur un corpus d'entretiens sociologiques.","Hubert Marteau, Nicole Vincent",http://editions-rnti.fr/render_pdf.php?p1&p=1000276,http://editions-rnti.fr/render_pdf.php?p=1000276,l'automate textuel priser compte l'évolution texte,"il n'est plus rappeler corpus textuel , tel qu'il actuellement , intraitable l'échelle croissance confirmer l'obligation d'utiliser outil automatique traitement . cet article s'intéresse plus particulièrement caractérisation texte celle d'auteurs . avoir l'heure actuelle , toutes méthode existant travailler document finir , admettre qu'un cheminement exister entre document fin . nous proposer méthode tentant d'apporter notion d'évolution textuelle traiter texte automate l'évaluation choisir . puis présenterons résultat valider expert , obtenir corpus d'entretiens sociologiques ."
1143,Revue des Nouvelles Technologies de l'Information,EGC,2005,La démarche ontologique pour la gestion des compétences et des connaissances,"La gestion des ressources humaines repose d'une part sur la connaissance des individus et de leurs compétences et d'autre part sur la connaissance de l'organisation et de ses métiers. C'est par la ""mise en correspondance"" de ces connaissances qu'il est possible d'améliorer l'emploi, de valoriser les connaissances et les compétences individuelles et de mieux gérer l'organisation. Cette mise en correspondance nécessite une représentation explicite des connaissances, ce qui permet de répondre à de nouveaux besoins : annuaire de compétences, gestion des projets et des retours d'expériences, identification des connaissances à risques, etc.Nous verrons dans le cadre de cet article l'intérêt de l'approche ontologique tant d'un point de vue méthodologique pour la clarification des notions mises en jeu dans le cadre de la GPECC (Gestion Prévisionnelle des Emplois des Compétences et des Connaissances) que pour la construction, la représentation et la maintenance des référentiels des compétences, des connaissances et des métiers. Elle permet en particulier une gestion de l'information par la terminologie et le sens métier propre à l'organisation.","Christophe Roche, Charles Foveau, Samah Reguigui",http://editions-rnti.fr/render_pdf.php?p1&p=1000299,http://editions-rnti.fr/render_pdf.php?p=1000299,la démarche ontologique gestion compétence connaissance,"la gestion ressource humaines reposer d'une part connaissance individu compétence d'autre part connaissance l'organisation métier . c'est `` mettre correspondance '' connaissance qu'il possible d'améliorer l'emploi , valoriser connaissance compétence individuel mieux gérer l'organisation . cette mise correspondance nécessiter représentation explicite connaissance , permettre répondre besoin : annuaire compétence , gestion projet retour d'expériences , identification connaissance risque , etc.nous voir cadre article l'intérêt l'approche ontologique tant d'un point vue méthodologique clarification notion mettre jeu cadre gpecc ( gestion prévisionnelle emploi compétence connaissance ) construction , représentation maintenance référentiel compétence , connaissance métier . elle permettre particulier gestion l'information terminologie sens métier propre l'organisation ."
1144,Revue des Nouvelles Technologies de l'Information,EGC,2005,La réussite universitaire : prédictions par génération de règles,,"Nadine Meskens, Jean-Philippe Vandamme, Abdelhakim Artiba",http://editions-rnti.fr/render_pdf.php?p1&p=1000361,http://editions-rnti.fr/render_pdf.php?p=1000361,la réussite universitaire : prédiction génération règle,
1145,Revue des Nouvelles Technologies de l'Information,EGC,2005,Les NTIC au services de la capitalisation des connaissances,,Jean-Paul Barthès,http://editions-rnti.fr/render_pdf.php?p1&p=1000439,http://editions-rnti.fr/render_pdf.php?p=1000439,les ntic service capitalisation connaissance,
1146,Revue des Nouvelles Technologies de l'Information,EGC,2005,Logiciel d'aide à l'étiquetage morpho-syntaxique de  textes de spécialité,"La compréhension de textes de spécialité nécessite un étiquetage morpho-syntaxique de bonne qualité. Or, lorsque les textes étudiés sont issus de domaines spécifiques et peu usités, il est rare de disposer de dictionnaires et autres ressources lexicales fiables. Le logiciel que nous proposons permet d'utiliser un étiquetage réalisé par un étiqueteur généraliste, puis d'améliorer cet étiquetage en intégrant des connaissances d'experts du domaine étudié. Grâce au logiciel développé, il est relativement aisé pour un expert du domaine de détecter des erreurs d'étiquetage et de mettre en place des règles de ré-étiquetage. Ces règles peuvent être obtenues de deux manières différentes : (1) soit en utilisant un langage de programmation permettant d'exprimer des règles complexes de ré-étiquetage, (2) soit par apprentissage automatique des règles à partir d'exemples corrigés au moyen d'une interface dédiée. Cet apprentissage propose de nouvelles règles à l'expert, acquises automatiquement.","Ahmed Amrani, Jérôme Azé, Yves Kodratoff",http://editions-rnti.fr/render_pdf.php?p1&p=1000421,http://editions-rnti.fr/render_pdf.php?p=1000421,logiciel d'aide l'étiquetage morpho-syntaxique texte spécialité,"la compréhension texte spécialité nécessiter étiquetage morpho-syntaxique bonne qualité . or , lorsque texte étudier issir domaine spécifiques usités , rare disposer dictionnaire autres ressource lexicales fiables . le logiciel proposer permettre d'utiliser étiquetage réaliser étiqueteur généraliste , puis d'améliorer étiquetage intégrer connaissance d'experts domaine étudier . grâce logiciel développé , relativement aisé expert domaine détecter erreur d'étiquetage mettre place règle ré-étiquetage . ces règle pouvoir obtenir manière différentes : ( 1 ) utiliser langage programmation permettre d'exprimer règle complexe ré-étiquetage , ( 2 ) apprentissage automatique règle partir d'exemples corriger moyen d'une interface dédier . cet apprentissage proposer nouveau règle l'expert , acquérir automatiquement ."
1147,Revue des Nouvelles Technologies de l'Information,EGC,2005,Manipulation et fusion de données multidimensionnelles,Cet article définit une algèbre permettant de manipuler des tables dimensionnelles extraites d'une base de données multidimensionnelles. L'algèbre intègre un noyau minimum d'opérateurs unaires permettant d'effectuer les analyses décisionnelles par combinaison d'opérateurs. Cette algèbre intègre un opérateur binaire permettant la fusion de tables dimensionnelles facilitant les corrélations des sujets analysés.,"Franck Ravat, Olivier Teste, Gilles Zurfluh",http://editions-rnti.fr/render_pdf.php?p1&p=1000286,http://editions-rnti.fr/render_pdf.php?p=1000286,manipulation fusion donnée multidimensionnelles,cet article définir algèbre permettre manipuler table dimensionnelles extraire d'une base donnée multidimensionnelles . l'algèbre intègre noyau minimum d'opérateurs unaires permettre d'effectuer analyse décisionnelles combinaison d'opérateurs . cette algèbre intègre opérateur binaire permettre fusion table dimensionnelles faciliter corrélation sujet analyser .
1148,Revue des Nouvelles Technologies de l'Information,EGC,2005,Méthode de construction d'ontologie de termes à partir du treillis de l'iceberg de Galois,"L'approche présentée dans cet article a pour objectif la construction d'une ontologie à partir du treillis de l'iceberg de Galois. Nous entendons par ontologie un ensemble de termes structurés entre eux par un ensemble de liens de divers types. Dans notre cas d'étude, cette ontologie constitue un support de connaissances ""documentaires"". En effet, elle peut être utilisée dans diverses applications en Recherche d'Information (RI), telles que l'indexation automatique et l'expansion de requêtes ainsi qu'en text-mining. La méthode de construction que nous proposons est fondée sur l'analyse formelle de concepts (AFC) et plus précisément, la structure du treillis de l'iceberg de Galois. En utilisant cette structure hiérarchique partiellement ordonnée, nous présentons une translation directe des relations laticielles vers celles ontologiques. Nous proposons ainsi d'enrichir l'ontologie dérivée par des règles associatives génériques entre termes, découvertes dans le cadre d'un processus de text-mining.","Cherif Chiraz Latiri, Mehdi Mtir, Sadok Ben Yahia",http://editions-rnti.fr/render_pdf.php?p1&p=1000304,http://editions-rnti.fr/render_pdf.php?p=1000304,méthode construction d'ontologie terme partir treillis l'iceberg galois,"l'approche présenter article objectif construction d'une ontologie partir treillis l'iceberg galois . nous entendre ontologie ensemble terme structurer entre ensemble lien divers type . dans cas d'étude , ontologie constituer support connaissance `` documentaire '' . en effet , utiliser diverses application recherche d'information ( ri ) , telles l'indexation automatique l'expansion requête ainsi qu'en text-mining . la méthode construction proposer fonder l'analyse formelle concept ( afc ) plus précisément , structure treillis l'iceberg galois . en utiliser structure hiérarchique partiellement ordonner , présenter translation directe relation laticielles ver celles ontologiques . nous proposer ainsi d'enrichir l'ontologie dériver règle associatives générique entre terme , découverte cadre d'un processus text-mining ."
1149,Revue des Nouvelles Technologies de l'Information,EGC,2005,Microarray data mining : recent advances,,Gregory Piatetsky-Shapiro,http://editions-rnti.fr/render_pdf.php?p1&p=1000443,http://editions-rnti.fr/render_pdf.php?p=1000443,Microarray data mining : recent advances,
1150,Revue des Nouvelles Technologies de l'Information,EGC,2005,Mining Frequent Queries in Star Schemes,"L'extraction de toutes les requêtes fréquentes dans une base de données relationnelle est un problème di±cile, même si l'on ne considère que des requêtes conjonctives. Nous montrons que ce problème devient possible dans le cas suivant : le schéma de la base est un schéma en étoile, et les données satisfont un ensemble de dépendances fonctionnelles et de contraintes référentielles. De plus, les schémas en étoile sont appropriés pour les entrepôts de données et que les dépendances fonctionnelles et les contraintes référentielles sont les contraintes les plus usuelles dans les bases de données. En considérant le modèle des instances faibles, nous montrons que les requêtes fréquentes exprimées par sélection-projection peuvent être extraites par des algorithmes de type Apriori.","Tao-Yuan Jen, Dominique Laurent, Nicolas Spyratos, Oumar Sy",http://editions-rnti.fr/render_pdf.php?p1&p=1000283,http://editions-rnti.fr/render_pdf.php?p=1000283,Mining Frequent Queries in Star Schemes,"l'extraction toutes requête fréquentes baser donnée relationnelle problème di±cile , l'on considérer requête conjonctive . nous montrer problème devenir possible cas suivant : schéma base schéma étoile , donnée satisfaire ensemble dépendance fonctionnelles contrainte référentielles . de plus , schéma étoile appropriés entrepôt donnée dépendance fonctionnelles contrainte référentielles contrainte plus usuelles base donnée . en considérer modèle instance faible , montrer requête fréquentes exprimer sélection-projection pouvoir extraire algorithme type apriori ."
1151,Revue des Nouvelles Technologies de l'Information,EGC,2005,Modélisation d'objets mobiles dans un entrepôt de données,"La gestion d'objets mobiles a connu un regain d'intérêt ces dernières années, particulièrement dans le but de gérer et de prédire la localisation d'objets mobiles. Cependant, il y a peu de recherches sur l'exploitation d'historiques de bases d'objets mobiles. La première étape dans ce processus est la mise en œuvre d'un entrepôt d'objets mobiles. Seulement, les modèles d'entrepôts existants ne permettent pas de traiter directement ce type de données complexes. Cet article présente une approche originale pour pallier ce problème. Cette approche offre la puissance de l'algèbre OLAP sur toute combinaison de données classiques, spatiales et/ou temporelles et mobiles. Elle a été validée par un prototype et appliquée à l'analyse de la mobilité urbaine1. Les résultats de l'expérimentation montrent la validité de l'approche et les tests de performances son efficacité.","Tao Wan, Karine Zeitouni",http://editions-rnti.fr/render_pdf.php?p1&p=1000284,http://editions-rnti.fr/render_pdf.php?p=1000284,modélisation d'objets mobile entrepôt donnée,"la gestion d'objets mobile connaître regain d'intérêt dernier année , particulièrement but gérer prédire localisation d'objets mobile . cependant , recherche l'exploitation d'historiques base d'objets mobile . la premier étape processus mettre œuvre d'un entrepôt d'objets mobile . seulement , modèle d'entrepôts existant permettre traiter directement type donnée complexe . cet article présent approcher original pallier problème . cette approche offrir puissance l'algèbre olap toute combinaison donnée classique , spatiales et/ou temporelles mobile . elle valider prototype appliquer l'analyse mobilité urbaine1 . les résultat l'expérimentation montrer validité l'approche test performance efficacité ."
1152,Revue des Nouvelles Technologies de l'Information,EGC,2005,Modélisation d'un agent émotionnel en UML et RDF,"Pouvoir extraire de la connaissance à partir d'une plate-forme de simulation est aujourd'hui envisageable en conjuguant les avancées obtenues en Intelligence Artificielle autour des systèmes multi-agents et les méthodes de formalisation et d'extraction des connaissances. C'est donc dans un cadre général de gestion des connaissances que nous proposons de modéliser un agent artificiel doté de connaissances et d'émotions. Pour cela, une expertise psychologique a été recueillie et formalisée de manière à être stockée dans une base de connaissances sous forme de règles et de classes en UML et RDF. L'implémentation du modèle permet d'entrevoir les perspectives d'une telle simulation : enrichissement par des données issues de simulations, découverte de nouvelles connaissances par l'application de processus d'ECD.","Hélène Desmier, Fabrice Guillet, Adina Magda Florea, Henri Briand, Vincent Philippé",http://editions-rnti.fr/render_pdf.php?p1&p=1000406,http://editions-rnti.fr/render_pdf.php?p=1000406,modélisation d'un agent émotionnel uml rdf,"pouvoir extraire connaissance partir d'une plate-forme simulation aujourd'hui envisageable conjuguer avancer obtenir intelligence artificielle autour système multi-agents méthode formalisation d'extraction connaissance . c'est cadre général gestion connaissance proposer modéliser agent artificiel doter connaissance d'émotions . pour , expertise psychologique recueillir formaliser manière stocker base connaissance forme règle classe uml rdf . l'implémentation modèle permettre d'entrevoir perspective d'une telle simulation : enrichissement donnée issir simulation , découverte nouveau connaissance l'application processus d'ecd ."
1153,Revue des Nouvelles Technologies de l'Information,EGC,2005,Modélisation de connaissances pour un système de médiation,"Travaillant sur l'élaboration d'une méthodologie de développement de systèmes de médiation intégrés dans des systèmes coopératifs, nous avons proposé une architecture à 3 composants : le premier concerne la coopération, le second l'assistance et le troisième est relatif aux connaissances nécessaires aux 2 précédents. Dans cet article nous présentons plus particulièrement le point de vue des connaissances. Ces connaissances sont de 2 natures : des connaissances statiques, sur le domaine par exemple, et des connaissances acquises pendant l'utilisation coopérative du système, notamment la mémoire des activités et les descriptions des actes de résolutions de problèmes. Pour illustrer cette modélisation de connaissances, nous nous intéresserons aux activités coopératives de suivi, de gestion et d'évaluation de projets d'étudiants, assistées par l'outil iPédagogique.","Victoria Eugenia Ospina, Alain-Jérôme Fougères, Manuel Zacklad",http://editions-rnti.fr/render_pdf.php?p1&p=1000383,http://editions-rnti.fr/render_pdf.php?p=1000383,modélisation connaissance système médiation,"travailler l'élaboration d'une méthodologie développement système médiation intégrés système coopératifs , proposer architecture 3 composant : premier concerner coopération , second l'assistance troisième relatif connaissance nécessaire 2 précédent . dans article présenter plus particulièrement point voir connaissance . ces connaissance 2 nature : connaissance statique , domaine exemple , connaissance acquérir pendant l'utilisation coopérative système , notamment mémoire activité description acte résolution problème . pour illustrer modélisation connaissance , intéresserons activité coopérative suivre , gestion d'évaluation projet d'étudiants , assisté l'outil ipédagogique ."
1154,Revue des Nouvelles Technologies de l'Information,EGC,2005,Modélisation de la cognition sociale – propositions autour de  l'utilisation de schémas cognitifs,,Jorge Louçã,http://editions-rnti.fr/render_pdf.php?p1&p=1000395,http://editions-rnti.fr/render_pdf.php?p=1000395,modélisation cognition sociale – proposition autour l'utilisation schéma cognitifs,
1155,Revue des Nouvelles Technologies de l'Information,EGC,2005,Modélisation des individus et de leurs relations pour l'aide à l'intégration des individus dans l'organisation,"L'objectif de ce papier est de présenter une contribution à la modélisation des individus et de leurs relations pour permettre l'aide à l'intégration des acteurs dans une organisation. Nous étudions en particulier le cas du remplacement d'un acteur (« turn-over »). Dans ce cadre, nous proposons un modèle regroupant un ensemble de données relatives à un individu, aux relations que celui-ci entretient avec les autres acteurs et à son espace informationnel. L'étude porte sur la mise en oeuvre de mécanismes d'aide fournissant à un acteur les moyens de son intégration : la mise à disposition d'une image des espaces informationnels et relationnels de son prédécesseur ainsi que la mise en relation de l'acteur avec les autres acteurs de l'organisation. Cette étude est menée en partenariat avec des experts en GRH.","Marie-Françoise Canut, Max Chevalier, André Péninou, Florence Sedes",http://editions-rnti.fr/render_pdf.php?p1&p=1000392,http://editions-rnti.fr/render_pdf.php?p=1000392,modélisation individu relation l'aide l'intégration individu l'organisation,"l'objectif papier présenter contribution modélisation individu relation permettre l'aide l'intégration acteur organisation . nous étudier particulier cas remplacement d'un acteur ( « turn-over » ) . dans cadre , proposer modèle regrouper ensemble donnée relative individu , relation celui-ci entretenir autres acteur espace informationnel . l'étude porter mise oeuvre mécanisme d'aide fournir acteur moyens intégration : mise disposition d'une image espace informationnels relationnels prédécesseur ainsi mettre relation l'acteur autres acteur l'organisation . cette étude mener partenariat expert grh ."
1156,Revue des Nouvelles Technologies de l'Information,EGC,2005,Modélisation des interactions entre individus avec AgentUML,"Pour faciliter l'étude de certains phénomènes, des outils de simulation ont été créés dans de nombreux domaines. L'étude du comportement humain à jusque là échappé à cette tendance. Aujourd'hui, les systèmes multi-agents couplés aux avancées des sciences humaines fournissent les bases nécessaires à l'élaboration de ce type d'outil. Cet article s'inscrit ainsi dans cette dynamique avec l'objectif de développer un outil de simulation du comportement d'individus traumatisés crâniens sur une chaîne de production. Cet outil doit permettre la collecte de la connaissance relative au système étudié et fournir une aide à la décision pour les responsables de l'entreprise. Cet article propose une modélisation des interactions entre individus dans le formalisme AgentUML. Une implémentation du modèle au sein d'un outil de simulation fonctionnel et les résultats obtenus seront également présentés. A terme, le but est la production de données de simulation exploitables par des techniques d'ECD.","Stéphane Daviet, Fabrice Guillet, Henri Briand, Adina Magda Florea, Vincent Philippé",http://editions-rnti.fr/render_pdf.php?p1&p=1000399,http://editions-rnti.fr/render_pdf.php?p=1000399,modélisation interaction entre individu agentuml,"pour faciliter l'étude certain phénomène , outil simulation créer nombreux domaine . l'étude comportement humain jusque échapper tendance . aujourd'hui , système multi-agents coupler avancer science humaines fournir base nécessaire l'élaboration type d'outil . cet article s'inscrit ainsi dynamique l'objectif développer outil simulation comportement d'individus traumatiser crâniens chaîne production . cet outil permettre collecte connaissance relative système étudier fournir aide décision responsable l'entreprise . cet article proposer modélisation interaction entre individu formalisme agentuml . une implémentation modèle sein d'un outil simulation fonctionnel résultat obtenir également présenter . avoir terme , but production donnée simulation exploitables technique d'ecd ."
1157,Revue des Nouvelles Technologies de l'Information,EGC,2005,"Motifs séquentiels flous : un peu, beaucoup, passionément","La plupart des bases de données issues du monde réel sont constituées de données numériques et historiées (données de capteurs, données scientifiques, données démographiques). Dans ce cadre les algorithmes d'extraction de motifs séquentiels, s'ils sont adaptés au caractère temporel des données ne permettent pas le traitement de données numériques. es données sont alors pré-traitées pour les transformer en données binaire, ce qui entraîne une perte d'information. Des algorithmes ont donc été proposés pour traiter les données numériques sous forme d'intervalles et d'intervalles flous notamment. En ce qui concerne la recherche de motifs séquentiels fondée sur des intervalles flous, les deux méthodes de la littérature ne sont pas satisfaisantes car incomplètes soit dans le traitement des séquences soit dans le calcul du support. Dans cet article, nous proposons donc trois méthodes d'extraction de motifs séquentiels flous {SPEEDYFUZZY, MINIFUZZY et TOTALLYFUZZY) et en détaillons les algorithmes sous-jacents en soulignant les différents niveaux de fuzzification. Ces algorithmes sont implémentés et évalués à travers différentes expérimentations menées sur des jeux de tests synthétiques.","Céline Fiot, Anne Laurent, Maguelonne Teisseire",http://editions-rnti.fr/render_pdf.php?p1&p=1000357,http://editions-rnti.fr/render_pdf.php?p=1000357,"motif séquentiels flou : , beaucoup , passionément","la base donnée issir monde réel constituer donnée numériques historier ( donnée capteur , donnée scientifique , donnée démographiques ) . dans cadre algorithme d'extraction motif séquentiels , s'ils adapter caractère temporel donnée permettre traitement donnée numériques . donnée pré-traitées transformer donnée binaire , entraîner perte d'information . des algorithme proposer traiter donnée numériques former d'intervalles d'intervalles flou notamment . en concerner recherche motif séquentiels fondé intervalle flou , méthode littérature satisfaisantes incomplètes traitement séquence calcul support . dans article , proposer trois méthode d'extraction motif séquentiels flou { speedyfuzzy , minifuzzy totallyfuzzy ) détaillons algorithme sous-jacents souligner différent niveau fuzzification . ces algorithme implémenter évaluer travers différentes expérimentation mener jeu test synthétiques ."
1158,Revue des Nouvelles Technologies de l'Information,EGC,2005,Notion de sémantiques bien-formées pour les règles,"La notion de règles entre attributs est très générale, allant des règles d'association en fouille de données aux dépendances fonctionnelles (DF) en bases de données. Malgré cette diversité, la syntaxe des règles est toujours la même, seule leur sémantique diffère. Pour une sémantique donnée, en fonction des propriétés induites, des techniques algorithmiques sont mises en oeuvre pour découvrir les règles à partir des données. A partir d'un ensemble de règles, il est aussi utile en pratique de raisonner sur ces règles, comme cela est le cas par exemple avec les axiomes d'Armstrong pour les dépendances fonctionnelles. Dans cet article, nous proposons un cadre qui permet de s'assurer qu'une sémantique donnée pour les règles est bien-formée, i.e. les axiomes d'Armstrong sont justes et complets pour cette sémantique. Les propositions faites dans ce papier proviennent du contexte applicatif de l'analyse de données de biopuces. A partir de plusieurs sémantiques pour les données d'expression de gènes, nous montrons comment ces sémantiques s'intègrent dans le cadre présenté.","Marie Agier, Jean-Marc Petit",http://editions-rnti.fr/render_pdf.php?p1&p=1000207,http://editions-rnti.fr/render_pdf.php?p=1000207,notion sémantique bien-formées règle,"la notion règle entre attribut générale , aller règle d'association fouille donnée dépendance fonctionnelles ( df ) base donnée . malgré diversité , syntaxe règle toujours , seule sémantique différer . pour sémantique donnée , fonction propriété induire , technique algorithmique mettre oeuvre découvrir règle partir donnée . avoir partir d'un ensemble règle , utile pratique raisonner règle , cas exemple axiome d'armstrong dépendance fonctionnelles . dans article , proposer cadre permettre s'assurer qu'une sémantique donner règle bien-formée , i.e . axiome d'armstrong juste complet sémantique . les proposition papier provenir contexte applicatif l'analyse donnée biopuces . avoir partir plusieurs sémantique donnée d'expression gène , montrer sémantique s'intègrent cadre présenter ."
1159,Revue des Nouvelles Technologies de l'Information,EGC,2005,Outil de classification et de visualisation de grands volumes de données mixtes,Nous avons conçu un outil de classification de données original que nous détaillons dans le présent article. Cet outil comporte un module de création de résumés et un module d'affichage. Le module de visualisation permet une lecture aisée des résumés grâce à une interface graphique évoluée permettant la présentation et l'exploration des résumés sous forme d'une hiérarchie de profils ou d'un tableau de profils. Chaque profil donne de manière claire les informations relatives au résumé de données correspondant. La lecture de la hiérarchie et du tableau est aussi grandement facilitée par les choix d'un ordre optimal pour la présentation des variables et des résumés.,"Christophe Candillier, Noureddine Mouaddib",http://editions-rnti.fr/render_pdf.php?p1&p=1000369,http://editions-rnti.fr/render_pdf.php?p=1000369,outil classification visualisation grand volume donnée mixtes,nous concevoir outil classification donnée original détaillons présent article . cet outil comporter module création résumer module d'affichage . le module visualisation permettre lecture aisée résumer grâce interface graphique évoluer permettre présentation l'exploration résumer forme d'une hiérarchie profil d'un tableau profil . chaque profil donner manière claire information relative résumer donnée correspondant . la lecture hiérarchie tableau grandement faciliter choix d'un ordre optimal présentation variable résumer .
